date,primary_type,description,location_description,arrest,beat,district,ward,community_area,latitude,longitude
2019-01-06 21:04:00,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,True,0731,007,6,69,41.767225951,-87.631531001
2019-01-06 21:05:00,THEFT,RETAIL THEFT,HOTEL/MOTEL,True,1651,016,41,76,41.976290414,-87.905227221
2019-01-06 21:05:00,THEFT,OVER $500,SIDEWALK,True,0914,009,25,34,41.852840843,-87.632710099
2019-01-06 21:14:00,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,True,2531,025,29,25,41.904353636,-87.769373807
2019-01-06 21:17:00,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,True,0814,008,22,56,41.807504541,-87.752041997
2019-01-06 21:20:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,True,1024,010,24,29,41.854859999,-87.711236228
2019-01-06 21:25:00,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,STREET,True,1531,015,37,25,41.897630024,-87.754439365
2019-01-06 21:27:00,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,True,1113,011,28,26,41.879630056,-87.736656448
2019-01-06 21:38:00,NARCOTICS,POSS: CRACK,GAS STATION,True,0623,006,17,44,41.750782715,-87.625813624
2019-01-06 21:53:00,THEFT,$500 AND UNDER,DRUG STORE,True,0111,001,42,32,41.884650262,-87.627915459
2019-01-06 21:55:00,BATTERY,SIMPLE,CTA BUS STOP,True,2522,025,31,19,41.923727468,-87.746284757
2019-01-06 22:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,0522,005,34,53,41.679759298,-87.630219868
2019-01-06 22:10:00,ASSAULT,SIMPLE,RESIDENCE,True,0431,004,10,51,41.715458769,-87.551819157
2019-01-06 22:19:00,CRIMINAL TRESPASS,TO LAND,GAS STATION,True,1112,011,27,23,41.902365801,-87.716854733
2019-01-06 22:22:00,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,VEHICLE NON-COMMERCIAL,True,0621,006,17,69,41.756183066,-87.637878181
2019-01-06 22:23:00,HOMICIDE,FIRST DEGREE MURDER,STREET,True,0812,008,13,64,41.77783091,-87.773112387
2019-01-06 23:00:00,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,True,1833,018,2,8,41.897605061,-87.622454271
2019-01-06 23:00:00,ASSAULT,SIMPLE,APARTMENT,True,0624,006,8,69,41.756777987,-87.603709854
2019-01-06 23:13:00,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,True,1115,011,28,26,41.877039505,-87.729311002
2019-01-06 23:24:00,NARCOTICS,POSS: COCAINE,STREET,True,2533,025,36,19,41.916246492,-87.747319628
2019-01-06 23:26:00,NARCOTICS,POSS: COCAINE,PARKING LOT/GARAGE(NON.RESID.),True,1732,017,35,21,41.939262335,-87.71335694
2019-01-06 23:30:00,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,True,0322,003,20,69,41.770317785,-87.615382365
2019-01-06 23:31:00,ASSAULT,AGGRAVATED: HANDGUN,STREET,True,2524,025,31,22,41.926332964,-87.725943199
2019-01-06 23:40:00,NARCOTICS,POSS: COCAINE,ALLEY,True,2512,025,30,19,41.927870301,-87.78436953
2019-01-07 00:43:00,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,True,0612,006,17,71,41.751403562,-87.663462046
2019-01-07 00:44:00,CRIMINAL TRESPASS,TO LAND,DRUG STORE,True,1925,019,44,6,41.940318272,-87.644408194
2019-01-07 00:48:00,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,POLICE FACILITY/VEH PARKING LOT,True,1233,012,25,28,41.862906101,-87.656858884
2019-01-07 01:00:00,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,True,1925,019,46,6,41.949509744,-87.64734199
2019-01-07 01:13:00,ASSAULT,SIMPLE,APARTMENT,True,0623,006,6,69,41.757448719,-87.618292957
2019-01-07 01:15:00,BATTERY,SIMPLE,CTA PLATFORM,True,1612,016,41,10,41.982270338,-87.806941262
2019-01-07 01:20:00,BATTERY,SIMPLE,STREET,True,1831,018,42,8,41.889243957,-87.628783073
2019-01-07 01:57:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,1511,015,29,25,41.892827686,-87.773834855
2019-01-07 02:00:00,CRIMINAL TRESPASS,TO STATE SUP LAND,POLICE FACILITY/VEH PARKING LOT,True,2515,025,37,19,41.918711651,-87.76551063
2019-01-07 02:04:00,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,True,0432,004,10,52,41.717266125,-87.535281725
2019-01-07 02:45:00,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,True,1021,010,24,29,41.862463709,-87.709602317
2019-01-07 02:50:00,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,True,1111,011,37,23,41.897958998,-87.734572163
2019-01-07 03:10:00,ASSAULT,SIMPLE,APARTMENT,True,0224,002,3,38,41.809294262,-87.622345752
2019-01-07 03:15:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,0433,004,10,55,41.683664157,-87.532841597
2019-01-07 03:30:00,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,APARTMENT,True,0731,007,6,69,41.759912394,-87.633780509
2019-01-07 04:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,0613,006,21,71,41.744521777,-87.648722268
2019-01-07 04:18:00,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,SIDEWALK,True,2535,025,26,23,41.907041528,-87.720358485
2019-01-07 04:19:00,BURGLARY,UNLAWFUL ENTRY,APARTMENT,True,1933,019,44,6,41.938971985,-87.652416822
2019-01-07 04:58:00,BATTERY,AGGRAVATED: OTHER DANG WEAPON,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,True,1653,016,41,76,41.976762981,-87.900983721
2019-01-07 06:41:08,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CHA APARTMENT,True,0212,002,4,36,41.82485366,-87.611247567
2019-01-07 07:00:00,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,True,2024,020,48,3,41.973336895,-87.653205626
2019-01-07 07:04:00,CRIMINAL TRESPASS,TO AIRPORT,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,True,1652,016,41,76,41.9764212,-87.904976266
2019-01-07 08:00:00,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,GOVERNMENT BUILDING/PROPERTY,True,1654,016,41,76,41.953900467,-87.907472601
2019-01-07 08:42:00,ROBBERY,STRONGARM - NO WEAPON,SMALL RETAIL STORE,True,2031,020,40,4,41.968529752,-87.698860976
2019-01-07 08:52:00,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,1821,018,27,8,41.903775756,-87.639324074
2019-01-07 09:20:00,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,True,0621,006,17,71,41.755500772,-87.649019745
2019-01-07 09:27:00,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,True,1011,010,24,29,41.863404887,-87.727526684
2019-01-07 09:35:00,ASSAULT,SIMPLE,STREET,True,0834,008,18,70,41.746854155,-87.715490111
2019-01-07 09:47:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,True,2532,025,37,25,41.910068092,-87.761795863
2019-01-07 09:50:00,NARCOTICS,POSS: CRACK,STREET,True,1012,010,24,29,41.85870136,-87.736461929
2019-01-07 10:07:00,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,PARKING LOT/GARAGE(NON.RESID.),True,0511,005,9,49,41.707711272,-87.620133488
2019-01-07 10:28:00,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,True,1135,011,28,29,41.867429835,-87.695929599
2019-01-07 10:28:00,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,True,1022,010,24,29,41.861873517,-87.705540529
2019-01-07 10:30:00,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,SIDEWALK,True,1112,011,27,23,41.902365801,-87.716854733
2019-01-07 10:30:00,NARCOTICS,POSS: HEROIN(WHITE),OTHER,True,1133,011,24,29,41.868097353,-87.716659073
2019-01-07 10:31:00,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,True,0522,005,9,53,41.678004983,-87.624301512
2019-01-07 11:00:00,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,NURSING HOME/RETIREMENT HOME,True,0212,002,4,36,41.826524987,-87.608209181
2019-01-07 11:00:00,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,CURRENCY EXCHANGE,True,0221,002,4,38,41.810545834,-87.606588383
2019-01-07 11:05:00,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE,True,0532,005,9,53,41.676978245,-87.615403088
2019-01-07 11:35:00,BATTERY,PRO EMP HANDS NO/MIN INJURY,STREET,True,1013,010,22,30,41.846135368,-87.7213366
2019-01-07 11:42:00,THEFT,$500 AND UNDER,SMALL RETAIL STORE,True,1034,010,25,31,41.851381377,-87.685620832
2019-01-07 11:45:00,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,0925,009,11,61,41.809860998,-87.645565723
2019-01-07 11:50:00,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,True,0122,001,42,32,41.886926098,-87.634339294
2019-01-07 11:54:00,NARCOTICS,POSS: HEROIN(WHITE),PARKING LOT/GARAGE(NON.RESID.),True,1134,011,28,27,41.875292483,-87.705963666
2019-01-07 11:54:00,NARCOTICS,POSS: HEROIN(WHITE),PARKING LOT/GARAGE(NON.RESID.),True,1134,011,28,27,41.875292483,-87.705963666
2019-01-07 11:58:00,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,POLICE FACILITY/VEH PARKING LOT,True,0225,002,3,37,41.80171934,-87.630703621
2019-01-07 12:00:00,NARCOTICS,MANU/DELIVER:PCP,RESIDENTIAL YARD (FRONT/BACK),True,1133,011,24,29,41.867121846,-87.721547674
2019-01-07 12:00:00,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,2023,020,48,77,41.976851852,-87.654999693
2019-01-07 12:05:00,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,True,1124,011,28,27,41.876563243,-87.7059953
2019-01-07 12:15:00,CRIMINAL TRESPASS,TO LAND,DRUG STORE,True,0612,006,17,71,41.750478821,-87.655057527
2019-01-07 12:50:00,GAMBLING,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,0624,006,8,44,41.750632815,-87.602738674
2019-01-07 12:50:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,True,0932,009,16,61,41.800617108,-87.669628337
2019-01-07 12:55:00,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,0223,002,4,38,41.808981361,-87.606551046
2019-01-07 13:00:00,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,GAS STATION,True,2223,022,34,73,41.715680818,-87.643058205
2019-01-07 13:10:00,NARCOTICS,MANU/DELIVER:CRACK,STREET,True,1112,011,37,23,41.90086502,-87.724112886
2019-01-07 13:30:00,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,2533,025,37,25,41.909664252,-87.742728815
2019-01-07 13:46:00,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,True,0614,006,21,71,41.735720345,-87.66827447
2019-01-07 13:54:00,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,"SCHOOL, PUBLIC, BUILDING",True,0531,005,9,50,41.688610361,-87.609536712
2019-01-07 14:00:00,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,0234,002,4,41,41.802101704,-87.587747851
2019-01-07 14:06:00,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,PARKING LOT/GARAGE(NON.RESID.),True,1011,010,24,29,41.866215538,-87.721930788
2019-01-07 14:09:00,THEFT,$500 AND UNDER,RESTAURANT,True,0621,006,17,71,41.750111323,-87.644030737
2019-01-07 14:15:00,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,True,1214,012,27,24,41.891522971,-87.644374529
2019-01-07 14:27:00,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,APARTMENT,True,0914,009,11,60,41.843610339,-87.638778231
2019-01-07 15:00:00,CRIMINAL TRESPASS,TO LAND,TAVERN/LIQUOR STORE,True,1122,011,28,26,41.880751096,-87.723855981
2019-01-07 15:16:00,BATTERY,AGG: HANDS/FIST/FEET NO/MINOR INJURY,CTA STATION,True,1533,015,29,25,41.871530533,-87.744926805
2019-01-07 15:17:00,ASSAULT,SIMPLE,SIDEWALK,True,1431,014,1,22,41.920702671,-87.693757226
2019-01-07 15:24:00,WEAPONS VIOLATION,UNLAWFUL POSS AMMUNITION,STREET,True,0421,004,7,43,41.759305771,-87.558078961
2019-01-07 15:29:00,CRIMINAL TRESPASS,TO LAND,RESTAURANT,True,0621,006,17,71,41.750111323,-87.644030737
2019-01-07 15:45:00,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,True,0622,006,21,44,41.736129473,-87.629162044
2019-01-07 16:00:00,OBSCENITY,OBSCENE MATTER,APARTMENT,True,0215,002,3,38,41.812328623,-87.618236812
2019-01-07 16:00:00,DECEPTIVE PRACTICE,"THEFT BY LESSEE,MOTOR VEH",PARKING LOT/GARAGE(NON.RESID.),True,0814,008,23,56,41.79290166,-87.751396529
2019-01-07 16:00:00,BATTERY,SIMPLE,GAS STATION,True,1533,015,28,25,41.880487595,-87.745964635
2019-01-07 16:00:00,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",True,2515,025,36,19,41.924035234,-87.761594059
2019-01-07 16:02:00,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,True,1011,010,24,29,41.865467771,-87.722712547
2019-01-07 16:10:00,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,CURRENCY EXCHANGE,True,0225,002,3,37,41.794583892,-87.629307346
2019-01-07 16:13:00,ASSAULT,AGGRAVATED: HANDGUN,STREET,True,2232,022,34,73,41.706857405,-87.64941498
2019-01-07 16:15:00,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,APARTMENT,True,1033,010,12,30,41.849138706,-87.700277026
2019-01-07 16:17:00,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,RESIDENCE,True,1634,016,31,15,41.939728492,-87.747788324
2019-01-07 16:22:00,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,True,2012,020,40,77,41.979262564,-87.672156708
2019-01-07 16:29:45,NARCOTICS,POSSESS - CRACK,APARTMENT,True,0715,007,15,67,41.793006248,-87.671841121
2019-01-07 16:30:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",True,0712,007,16,68,41.793876041,-87.649323127
2019-01-07 16:36:00,WEAPONS VIOLATION,POSS FIREARM/AMMO:NO FOID CARD,STREET,True,0424,004,10,46,41.730095361,-87.549172559
2019-01-07 16:40:00,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,SIDEWALK,True,1112,011,27,23,41.899731588,-87.722551521
2019-01-07 16:44:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,2522,025,31,20,41.922557002,-87.734845651
2019-01-07 16:49:00,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,DEPARTMENT STORE,True,0925,009,11,61,41.809674355,-87.645560384
2019-01-07 16:57:00,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,0632,006,6,44,41.739265865,-87.604893749
2019-01-07 17:16:00,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,1822,018,27,8,41.908849952,-87.646645976
2019-01-07 17:35:00,CRIMINAL TRESPASS,TO LAND,PARKING LOT/GARAGE(NON.RESID.),True,0511,005,9,49,41.707095328,-87.628834415
2019-01-07 17:45:00,CRIMINAL TRESPASS,TO LAND,GAS STATION,True,1112,011,27,23,41.902365801,-87.716854733
2019-01-07 17:47:00,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,1833,018,2,8,41.897895128,-87.624096605
2019-01-07 17:49:00,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,True,0424,004,7,46,41.744335065,-87.550307481
2019-01-07 18:00:00,OTHER OFFENSE,OTHER VEHICLE OFFENSE,OTHER,True,1211,012,26,24,41.898574878,-87.69801854
2019-01-07 18:24:00,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,0111,001,42,32,41.883500187,-87.627876698
2019-01-07 18:30:00,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,2422,024,49,1,42.019399237,-87.675049485
2019-01-07 18:31:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,0225,002,20,40,41.79102128,-87.625202624
2019-01-07 18:38:00,CRIMINAL TRESPASS,TO LAND,HOTEL/MOTEL,True,1934,019,44,6,41.934266643,-87.643389143
2019-01-07 18:45:00,THEFT,OVER $500,OTHER (SPECIFY),True,0124,001,25,28,41.869519069,-87.639268848
2019-01-07 18:45:00,PUBLIC PEACE VIOLATION,OTHER VIOLATION,CTA STATION,True,0122,001,42,32,41.885740288,-87.631590568
2019-01-07 18:56:00,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,True,0313,003,20,42,41.783891154,-87.615399623
2019-01-07 19:00:00,NARCOTICS,POSS: HEROIN(WHITE),OTHER,True,1132,011,28,26,41.875283893,-87.724249407
2019-01-07 19:10:00,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,STREET,True,1533,015,24,25,41.875876568,-87.745294518
2019-01-07 19:15:00,CRIMINAL TRESPASS,TO LAND,OTHER,True,1234,012,25,31,41.857769496,-87.667771284
2019-01-07 19:21:00,THEFT,OVER $500,SIDEWALK,True,1834,018,42,8,41.893594981,-87.628118216
2019-01-07 19:25:00,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA PARKING LOT/GROUNDS,True,0434,004,7,51,41.703663843,-87.564453166
2019-01-07 19:26:00,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,True,1011,010,24,29,41.866215538,-87.721930788
2019-01-07 19:34:00,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,True,1114,011,28,26,41.883960232,-87.728217573
2019-01-07 19:34:00,CRIMINAL TRESPASS,TO LAND,SIDEWALK,True,0421,004,7,43,41.759012808,-87.560215615
2019-01-07 19:35:00,CRIMINAL TRESPASS,TO LAND,GAS STATION,True,0321,003,20,42,41.77268594,-87.605758495
2019-01-07 19:41:00,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,STREET,True,0622,006,21,71,41.73856399,-87.643692571
2019-01-07 19:50:00,THEFT,$500 AND UNDER,CTA TRAIN,True,1821,018,2,8,41.910121292,-87.638560993
2019-01-07 20:00:00,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,True,1651,016,41,76,41.976290414,-87.905227221
2019-01-07 20:00:00,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,True,0611,006,18,71,41.753869899,-87.673760385
2019-01-07 20:01:00,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,True,1524,015,37,25,41.897870178,-87.760740262
2019-01-07 20:05:00,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,True,1011,010,24,29,41.866217891,-87.721857339
2019-01-07 20:11:00,NARCOTICS,POSS: SYNTHETIC DRUGS,SIDEWALK,True,1022,010,24,29,41.860258063,-87.706712682
2019-01-07 20:12:00,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,APARTMENT,True,1523,015,28,25,41.884269219,-87.762297601
2019-01-07 20:15:00,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,0111,001,42,32,41.886012928,-87.629505318
2019-01-07 20:20:00,CRIMINAL TRESPASS,TO LAND,GAS STATION,True,1013,010,22,29,41.851393305,-87.723903515
2019-01-07 20:25:00,CRIMINAL TRESPASS,TO LAND,SIDEWALK,True,0731,007,6,69,41.758090343,-87.633807628
2019-01-07 20:30:00,ASSAULT,SIMPLE,SMALL RETAIL STORE,True,0122,001,42,32,41.882834231,-87.633855092
2019-01-07 20:34:00,NARCOTICS,POSS: BARBITUATES,STREET,True,0423,004,7,46,41.742238128,-87.562439521
2019-01-07 20:40:00,NARCOTICS,POSS: COCAINE,RESIDENCE,True,0833,008,13,65,41.770551639,-87.734746705
2019-01-07 20:41:00,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,True,0712,007,16,68,41.793451603,-87.653640195
2019-01-07 20:45:00,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,True,0812,008,13,64,41.777848802,-87.772279991
2019-01-07 20:50:00,ASSAULT,SIMPLE,RESIDENCE,True,2222,022,21,71,41.732916177,-87.655681972
2019-01-07 21:19:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,2233,022,34,49,41.692452413,-87.634361822
2019-01-07 21:46:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,1013,010,22,29,41.847842954,-87.733949655
2019-01-07 21:59:00,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,True,2413,024,40,2,41.997870415,-87.681661584
2019-01-07 22:09:00,NARCOTICS,POSS: BARBITUATES,STREET,True,1023,010,12,30,41.854113779,-87.694281587
2019-01-07 22:14:00,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,True,1532,015,28,25,41.883016379,-87.754332598
2019-01-07 22:19:00,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,True,2222,022,21,71,41.735345087,-87.649691723
2019-01-07 22:30:00,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,True,1532,015,37,25,41.89132081,-87.752226583
2019-01-07 22:40:00,BATTERY,AGGRAVATED PO: OTHER DANG WEAP,STREET,True,1531,015,37,25,41.901100507,-87.7520718
2019-01-07 22:44:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,APARTMENT,True,0815,008,14,57,41.814221923,-87.727491488
2019-01-07 22:55:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,1834,018,42,8,41.88946287,-87.624222942
2019-01-07 23:00:00,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,0111,001,42,32,41.884650262,-87.627915459
2019-01-07 23:04:00,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENTIAL YARD (FRONT/BACK),True,1234,012,25,31,41.853186236,-87.669132859
2019-01-07 23:09:00,OTHER OFFENSE,VIOLENT OFFENDER: ANNUAL REGISTRATION,STREET,True,1123,011,27,23,41.889020481,-87.71124278
2019-01-07 23:15:00,CRIMINAL TRESPASS,TO LAND,SMALL RETAIL STORE,True,0423,004,10,46,41.736922044,-87.551419766
2019-01-07 23:20:00,CRIMINAL TRESPASS,TO LAND,SPORTS ARENA/STADIUM,True,1923,019,44,6,41.947225886,-87.655545441
2019-01-07 23:29:00,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,True,1222,012,27,27,41.887204946,-87.698913448
2019-01-07 23:35:00,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,True,1214,012,27,24,41.895048138,-87.650610033
2019-01-07 23:39:00,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,STREET,True,0713,007,16,67,41.78679645,-87.661058682
2019-01-07 23:50:00,ASSAULT,SIMPLE,OTHER,True,2011,020,40,4,41.976095027,-87.692350085
2019-01-08 00:14:00,NARCOTICS,POSS: HEROIN(WHITE),STREET,True,1021,010,24,29,41.863406877,-87.710455868
2019-01-08 00:26:00,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY/VEH PARKING LOT,True,1233,012,25,28,41.862906101,-87.656858884
2019-01-08 01:55:00,NARCOTICS,POSS: COCAINE,STREET,True,0433,004,10,52,41.691401292,-87.538900364
2019-01-08 02:02:00,CRIMINAL TRESPASS,TO LAND,HOSPITAL BUILDING/GROUNDS,True,1833,018,2,8,41.895774559,-87.621552652
2019-01-08 02:28:00,OTHER OFFENSE,GUN OFFENDER: DUTY TO REPORT CHANGE OF INFORMATION,VEHICLE NON-COMMERCIAL,True,1033,010,12,30,41.840151978,-87.704908833
2019-01-08 03:05:00,ASSAULT,SIMPLE,RESTAURANT,True,1412,014,35,21,41.932570804,-87.713149789
2019-01-08 03:41:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,0632,006,8,44,41.743318257,-87.602583422
2019-01-08 05:50:00,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,RESIDENCE,True,1011,010,24,29,41.86556594,-87.719506601
2019-01-08 06:00:00,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,GOVERNMENT BUILDING / PROPERTY,True,1654,016,41,76,,
2019-01-08 06:09:00,CRIMINAL DAMAGE,TO STATE SUP PROP,CTA TRAIN,True,1821,018,2,8,41.904370109,-87.631460067
2019-01-08 06:30:00,NARCOTICS,FOUND SUSPECT NARCOTICS,VEHICLE NON-COMMERCIAL,True,0131,001,3,33,41.858594819,-87.627214427
2019-01-08 07:40:00,CRIMINAL TRESPASS,TO VEHICLE,VEHICLE NON-COMMERCIAL,True,0814,008,23,56,41.796289005,-87.758660164
2019-01-08 07:55:00,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,CURRENCY EXCHANGE,True,0614,006,21,71,41.743902286,-87.663276191
2019-01-08 07:57:00,CRIMINAL TRESPASS,TO LAND,RESTAURANT,True,1832,018,42,8,41.892628411,-87.63115524
2019-01-08 08:20:00,BATTERY,SIMPLE,STREET,True,1232,012,27,28,41.880463297,-87.648899877
2019-01-08 08:21:00,NARCOTICS,POSS: HEROIN(WHITE),VEHICLE-COMMERCIAL,True,1114,011,28,26,41.884641914,-87.728949284
2019-01-08 08:22:00,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,True,0631,006,8,44,41.745800847,-87.60458536
2019-01-08 08:32:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,1112,011,27,23,41.901692739,-87.717742807
2019-01-08 08:35:00,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,True,0823,008,17,66,41.77631967,-87.701847874
2019-01-08 08:49:00,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,2422,024,49,1,42.019399237,-87.675049485
2019-01-08 09:20:00,ASSAULT,AGG PRO.EMP: HANDGUN,"SCHOOL, PUBLIC, GROUNDS",True,1134,011,28,27,41.873733995,-87.702002425
2019-01-08 09:20:00,NARCOTICS,POSS: HEROIN(BRN/TAN),APARTMENT,True,0815,008,23,62,41.795986927,-87.735496586
2019-01-08 09:20:00,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",True,1134,011,28,27,41.873733995,-87.702002425
2019-01-08 10:00:00,NARCOTICS,POSS: CRACK,STREET,True,0611,006,17,71,41.749743781,-87.66827633
2019-01-08 10:00:00,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,True,0421,004,7,43,41.754400648,-87.550635931
2019-01-08 10:27:00,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,CHA PARKING LOT/GROUNDS,True,0533,005,9,54,41.656298529,-87.597010402
2019-01-08 10:58:00,THEFT,OVER $500,SIDEWALK,True,1121,011,27,23,41.894121219,-87.712614696
